Economy,Economy Code,ISO Code,Region,Income Group,Report Year,Does the law prohibit discrimination in employment based on gender?,Score,Legal Basis,Length of paid maternity leave,Length of paid paternity leave,Shared days
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2017,Yes,1,"Employment Equity Act, Sec. 6",120,3,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2018,Yes,1,"Employment Equity Act, Sec. 6",120,3,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2019,Yes,1,"Employment Equity Act, Sec. 6",120,3,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2020,Yes,1,"Employment Equity Act, Sec. 6",120,10,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2021,Yes,1,"Employment Equity Act, Sec. 6",120,10,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2022,Yes,1,"Employment Equity Act, Sec. 6",120,10,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2023,Yes,1,"Employment Equity Act, Sec. 6(1)",120,10,0
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,2024,Yes,1,"Employment Equity Act, Sec. 6(1)",120,10,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2015,No,0,No applicable provisions could be located,56,0,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2016,No,0,No applicable provisions could be located,56,0,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2017,No,0,No applicable provisions could be located,56,0,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2018,No,0,No applicable provisions could be located,56,0,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2019,Yes,1,"Labor Act 2017, Sec. 6",90,14,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2020,Yes,1,"Labor Act 2017, Sec. 6",90,14,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2021,Yes,1,"Labor Act 2017, Sec. 6",90,14,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2022,Yes,1,"Labor Act 2017, Sec. 6",90,14,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2023,Yes,1,"Labor Act 2017, Sec. 6",90,14,0
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2024,Yes,1,"Labor Act 2017, Sec. 6",90,14,0
Spain,ESP,ESP,High income: OECD,High income,2015,Yes,1,"Real Decreto Legislativo 1/1995, de 24 de marzo, por el que se aprueba el texto refundido de la Ley del Estatuto de los Trabajadores, Art. 4",112,15,0
Spain,ESP,ESP,High income: OECD,High income,2016,Yes,1,"Real Decreto Legislativo 1/1995, de 24 de marzo, por el que se aprueba el texto refundido de la Ley del Estatuto de los Trabajadores, Art. 4",112,15,0
Spain,ESP,ESP,High income: OECD,High income,2017,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,15,0
Spain,ESP,ESP,High income: OECD,High income,2018,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,30,0
Spain,ESP,ESP,High income: OECD,High income,2019,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,30,0
Spain,ESP,ESP,High income: OECD,High income,2020,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,56,0
Spain,ESP,ESP,High income: OECD,High income,2021,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,84,0
Spain,ESP,ESP,High income: OECD,High income,2022,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,112,0
Spain,ESP,ESP,High income: OECD,High income,2023,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17",112,112,0
Spain,ESP,ESP,High income: OECD,High income,2024,Yes,1,"Real Decreto Legislativo Núm. 2/2015, Arts. 4 y 17; Ley Orgánica Núm. 3/2007, Art. 5",112,112,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2015,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2016,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2017,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2018,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2019,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2020,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2021,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2022,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2023,No,0,No applicable provisions could be located,84,0,0
Sri Lanka,LKA,LKA,South Asia,Lower middle income,2024,No,0,No applicable provisions could be located,84,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2015,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2016,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2017,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2018,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2019,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2020,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2021,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2022,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2023,No,0,No applicable provisions could be located,91,0,0
St. Kitts and Nevis,KNA,KNA,Latin America & Caribbean,High income,2024,No,0,No applicable provisions could be located,91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2015,Yes,1,Equality of Opportunity and Treatment in Employment and Occupation Act,91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2016,Yes,1,Equality of Opportunity and Treatment in Employment and Occupation Act,91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2017,Yes,1,Equality of Opportunity and Treatment in Employment and Occupation Act,91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Labour Act 2006, Secs. 267 and 268",91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Labour Act 2006, Secs. 267 and 268",91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Labour Act 2006, Secs. 267 and 268",91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Labour Act 2006, Secs. 267 and 268",91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Labour Act 2006, Secs. 267 and 268",91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Labour Code 2006, Secs. 267 and 268",91,0,0
St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Labour Code 2006, Secs. 267 and 268",91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2015,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2016,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2017,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2018,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2019,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2020,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2021,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2022,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2023,No,0,No applicable provisions could be located,91,0,0
St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2024,No,0,No applicable provisions could be located,91,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2015,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2016,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2017,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2018,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2019,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2020,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2021,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2022,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2023,No,0,No applicable provisions could be located,56,0,0
Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2024,No,0,No applicable provisions could be located,56,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2015,No,0,No applicable provisions could be located,0,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2016,No,0,No applicable provisions could be located,0,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2017,No,0,No applicable provisions could be located,0,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2018,No,0,No applicable provisions could be located,0,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2019,No,0,No applicable provisions could be located,0,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Family Employment Protection Act (Maternity Protection Act), Art. 2",0,0,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Family Employment Protection Act (Maternity Protection Act), Art. 2",112,8,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Family Employment Protection Act (Maternity Protection Act), Art. 2",112,8,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Family Employment Protection Act (Maternity Protection Act), Art. 2",112,8,0
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Family Employment Protection Act (Maternity Protection Act), Art. 2",112,8,0
Sweden,SWE,SWE,High income: OECD,High income,2015,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,360
Sweden,SWE,SWE,High income: OECD,High income,2016,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,360
Sweden,SWE,SWE,High income: OECD,High income,2017,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2018,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2019,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2020,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2021,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2022,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2023,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Sweden,SWE,SWE,High income: OECD,High income,2024,Yes,1,"Discrimination Act, Ch. 1, Sec. 1 and Ch. 2, Sec. 1",0,14,300
Switzerland,CHE,CHE,High income: OECD,High income,2015,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2016,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2017,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2018,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2019,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2020,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2021,Yes,1,"Federal Act on Gender Equality, Art. 3",98,0,0
Switzerland,CHE,CHE,High income: OECD,High income,2022,Yes,1,"Federal Act on Gender Equality, Art. 3",98,14,0
Switzerland,CHE,CHE,High income: OECD,High income,2023,Yes,1,"Federal Act on Gender Equality, Art. 3",98,14,0
Switzerland,CHE,CHE,High income: OECD,High income,2024,Yes,1,"Federal Act on Gender Equality, Art. 3",98,14,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2015,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2016,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2017,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2018,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2019,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2020,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2021,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2022,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2023,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2024,Yes,1,"Labor Law No. 17 of 2010, Arts. 2 and 119",120,0,0
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2015,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,3,180
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2016,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,5,180
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2017,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,5,180
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2018,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,5,180
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2019,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,5,180
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2020,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,5,0
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2021,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,7,0
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2022,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,7,0
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2023,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,7,0
"Taiwan, China",TWN,TWN,East Asia & Pacific,High income,2024,Yes,1,"Act of Gender Equality in Employment, Art. 7",56,7,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2015,Yes,1,"Labor Code 1997, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2016,Yes,1,"Labor Code 1997, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2017,Yes,1,"Labor Code 1997, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2018,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2019,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2020,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2021,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2022,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2023,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2024,Yes,1,"Law on State Guarantees of Equal Rights for Men and Women and Equal Opportunities, Art. 13; Labor Code of July 23, 2016, Art. 7",140,0,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Employment and Labour Relations Act, Sec. 7",84,3,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2015,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2016,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2017,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2018,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2019,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2020,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2021,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2022,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2023,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Thailand,THA,THA,East Asia & Pacific,Upper middle income,2024,Yes,1,"Labor Protection Act B.E. 2541, Secs. 15 and 146",90,0,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2015,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2016,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2017,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2018,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2019,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2020,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2021,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2022,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2023,Yes,1,"Labor Law, Art. 6",84,7,0
Timor-Leste,TMP,TLS,East Asia & Pacific,Lower middle income,2024,Yes,1,"Labor Law, Art. 6",84,7,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2015,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2016,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2017,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2018,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2019,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2020,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2021,Yes,1,"Code du Travail, Arts. 3 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2022,Yes,1,"Code du Travail, Arts. 4 and 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2023,Yes,1,"Code du Travail, Arts. 4 et 39",98,2,0
Togo,TGO,TGO,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail, Arts. 4 et 39",98,2,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2015,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2016,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2017,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2018,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2019,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2020,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2021,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2022,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2023,No,0,No applicable provisions could be located,0,0,0
Tonga,TON,TON,East Asia & Pacific,Upper middle income,2024,No,0,No applicable provisions could be located,0,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2015,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2016,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2017,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2018,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2019,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2020,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2021,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2022,Yes,1,"Equal Opportunity Act 2000, Sec. 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2023,Yes,1,"Equal Opportunity Act 2000, Secs. 3-4 and 8",98,0,0
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income,2024,Yes,1,"Equal Opportunity Act 2000, Secs. 3-4 and 8",98,0,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2015,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2016,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2017,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2018,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2019,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2020,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2021,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2022,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2023,No,0,No applicable provisions could be located,30,1,0
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2024,No,0,No applicable provisions could be located,30,1,0
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2015,Yes,1,"Labor Act of May, 22 2003 (No.4857), Art. 5",112,0,0
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2016,Yes,1,"Labor Act of May, 22 2003 (No.4857), Art. 5",112,7,0
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2017,Yes,1,"Labor Act of May, 22 2003 (No.4857), Art. 5",112,7,0
